Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Non-small cell lung cancer	48/72	9.23877137920403e-07	4.99520011858658e-06	0	0	3.24628142687903	45.1060635020918	RB1;CDKN1A;PIK3R3;TGFA;PIK3R2;PIK3CB;PIK3R1;FOXO3;STK4;EGFR;NRAS;RXRA;CCND1;KIF5C;AKT2;KIF5B;RASSF5;AKT3;KIF5A;E2F1;AKT1;E2F2;MAPK1;E2F3;POLK;PLCG1;JAK3;MAPK3;STAT5B;MAP2K1;PDPK1;PRKCB;CDKN2A;HGF;STAT3;BRAF;EML4;CDK6;PIK3CA;CDK4;RARB;GRB2;KRAS;RAF1;SOS1;MET;SOS2;TP53
T cell receptor signaling pathway	64/104	1.1899578698621e-06	6.27517893468297e-06	0	0	2.5991294024535	35.4562645657607	GSK3B;CBLB;PIK3CB;IKBKB;PPP3CA;PPP3CB;PPP3CC;AKT2;GRAP2;AKT3;AKT1;MAP3K8;MAP3K7;NCK1;IL10;VAV3;MAP2K1;CHUK;PDPK1;FOS;RHOA;VAV2;PIK3CA;PRKCQ;RAF1;SOS1;SOS2;PIK3R3;PIK3R2;BCL10;PIK3R1;RASGRP1;MALT1;CDC42;MAPK9;PPP3R1;MAPK8;NRAS;PAK1;MAPK1;PAK6;FYN;PLCG1;MAP2K7;PAK3;PAK2;PAK5;MAPK3;PAK4;JUN;NFATC3;NFATC2;NFATC1;MAPK14;NFKB1;MAPK13;MAPK10;DLG1;CDK4;CD28;GRB2;KRAS;PTPN6;MAP3K14
Small cell lung cancer	58/92	1.19995584644408e-06	6.27517893468297e-06	0	0	2.77028818644896	37.7679643671719	RB1;CDKN1A;CDKN1B;PTEN;LAMC2;LAMC1;PIK3CB;CKS1B;IKBKB;CCND1;AKT2;CASP3;MYC;AKT3;AKT1;ITGAV;POLK;SKP2;APAF1;CHUK;ITGA2;CCNE2;COL4A2;PIK3CA;TRAF4;CCNE1;COL4A1;TRAF3;TRAF5;COL4A6;COL4A5;RARB;ITGA6;TP53;BIRC3;LAMA3;PIK3R3;XIAP;PIK3R2;PIK3R1;PTGS2;RXRA;E2F1;E2F2;E2F3;CDKN2B;LAMB3;NOS2;FN1;LAMB1;NFKB1;PTK2;CDK6;CDK4;CDK2;BCL2;CYCS;BCL2L1
Measles	81/139	1.23824507840189e-06	6.37097064532586e-06	0	0	2.27041202428928	30.8817253274259	GSK3B;CDKN1B;TNFAIP3;CBLB;ADAR;FASLG;PIK3CB;BBC3;IKBKB;CCND3;CCND2;TBK1;CASP8;CCND1;AKT2;CASP3;AKT3;AKT1;IL12A;MAP3K7;JAK3;JAK1;IFNAR2;CSNK2A1;APAF1;CHUK;FOS;IRAK4;TYK2;CCNE2;IRF3;PIK3CA;CCNE1;OAS2;TRAF3;OAS3;CD46;TP53;IRF9;IFNAR1;PIK3R3;PIK3R2;PIK3R1;RCHY1;MAPK9;MAPK8;IRAK1;FADD;BID;HSPA8;STAT5B;JUN;STAT1;EIF2AK1;STAT2;STAT3;EIF2AK2;MSN;EIF2AK4;HSPA2;EIF2S1;NFKB1;MAPK10;IL6;MAVS;CDK6;CDK4;CDK2;IL2RB;BCL2;CD28;CYCS;FAS;RAB9A;TAB2;MYD88;HSPA1B;RAB9B;BCL2L1;TP73;HSPA1A
Human immunodeficiency virus 1 infection	115/212	1.44020768882219e-06	7.29248020213143e-06	0	0	1.9299708382963	25.9595035809998	CRKL;TBK1;AKT2;CFL2;AKT3;CHEK1;CFL1;AP1S2;AKT1;AP1S1;AP1S3;BTRC;B2M;MAP3K7;SKP1;MAP2K3;MAP2K1;PRKCB;FBXW11;AP1B1;TAP2;HLA-A;RAF1;CUL5;PXN;CUL1;ITPR1;PIK3R3;ITPR2;PIK3R2;ITPR3;PIK3R1;PPP3R1;CCNB1;IRAK1;FADD;PLCG1;MAP2K7;JUN;NFATC3;NFATC2;NFATC1;GNG12;PTK2;NFKB1;GNAO1;GNAQ;GNB2;GNB1;BCL2;CDK1;GNB4;CYCS;CALM3;TAB2;CALR;GNB5;CALM1;CALM2;MYD88;APOBEC3B;BCL2L1;FASLG;PIK3CB;IKBKB;PPP3CA;PPP3CB;PPP3CC;CASP8;AP1G1;CASP3;ELOC;RAC1;CCR5;CHUK;FOS;IRAK4;TNFRSF1B;TAPBP;DDB1;IRF3;PIK3CA;TRAF5;CRK;GNAI3;CXCR4;RNF7;GNAI1;GNAI2;MAPK9;NRAS;PAK1;MAPK8;GNG2;GNG5;PAK6;MAPK1;BID;PAK3;PAK2;PAK5;PAK4;MAPK3;LIMK1;MAPK14;MTOR;MAPK13;CUL4A;MAPK10;WEE1;RPS6KB1;RPS6KB2;FAS;KRAS;CUL4B
Circadian entrainment	60/97	1.99143889490121e-06	9.92607824177323e-06	0	0	2.63350496178446	34.5691061172112	RYR2;GUCY1B1;RYR3;RPS6KA5;NOS1;PRKACA;PRKACB;PRKG1;GUCY1A2;GUCY1A1;PRKCB;FOS;ADCYAP1;ADCY9;CREB1;PLCB4;PLCB1;GRIA1;GRIA2;ADCYAP1R1;CAMK2D;CAMK2A;ITPR1;GNAI3;ADCY3;ITPR3;ADCY2;CACNA1C;ADCY1;ADCY7;ADCY6;GNAI1;CACNA1G;GNAI2;CACNA1I;GRIN2A;GNG2;RASD1;GNG5;MAPK1;CAMK2G;GRIA3;KCNJ3;MAPK3;KCNJ6;GNG12;GRIN2B;GNAO1;PER2;PER1;PER3;GNAQ;GNB2;GNB1;GNAS;GNB4;CALM3;GNB5;CALM1;CALM2
Insulin resistance	65/108	2.97482653991876e-06	1.45995333266782e-05	0	0	2.45529852120022	31.244471228485	GSK3B;PYGB;CRTC2;IRS1;PTEN;SLC2A1;PRKAG2;IRS2;PIK3CB;SLC2A4;PTPRF;PPP1CB;IKBKB;PPP1CC;RPS6KA3;RPS6KA6;AKT2;RPS6KA2;AKT3;CREB3L2;AKT1;SREBF1;CPT1A;PRKAB2;PRKCB;PDPK1;PRKCE;PRKCD;PRKAB1;CREB1;PIK3CA;TBC1D4;PPP1R3B;PRKCQ;TRIB3;PPARA;SLC27A4;CREB5;PRKAA1;PRKAA2;PIK3R3;PIK3R2;PIK3R1;FOXO1;SOCS3;MAPK9;MAPK8;PPARGC1A;PPARGC1B;PCK2;MLXIP;PTPN1;GFPT2;INSR;GFPT1;STAT3;OGA;NFKB1;MTOR;MAPK10;G6PC2;IL6;RPS6KB1;RPS6KB2;OGT
Pathogenic Escherichia coli infection	107/197	3.0389519878459e-06	1.46882679412552e-05	0	0	1.93442852510244	24.5749758099969	CYFIP1;NCKAP1;WIPF1;WIPF2;WIPF3;ARPC5L;CLDN1;ACTB;ACTG1;TNFSF10;MAP3K7;IL1R1;F2R;CLDN4;NCL;EZR;TMED10;LPAR1;IRAK1;MYO6;ABL1;MYH14;NLRP3;MYH11;FADD;MYH10;JUN;MYO5A;TNFRSF10B;ARPC5;NFKB1;OCLN;IL6;ARPC2;MYO5B;MYO5C;CYCS;TAB3;TAB2;MYD88;ARF1;CXCL8;ARPC1B;ARPC1A;BRK1;FASLG;WASL;IKBKB;TUBA1A;CASP8;CASP3;RAC1;NCK1;ACTR3;ARHGEF11;ACTR2;ARHGEF12;CHUK;TUBB;FOS;IRAK4;RHOA;CLDN11;CTTN;CLDN18;MYH9;TMBIM6;ARF6;RAB1A;ROCK1;ROCK2;CDC42;CYTH3;GNA13;CYTH2;MAPK9;PAK1;MAPK8;GNA12;MAPK1;FYN;PAK3;ABCF2;WASF1;PAK2;WASF2;CYTH1;WASF3;MAPK3;SEC24B;SEC24A;MYO10;TUBB4B;MAPK14;MAPK13;TJP1;MAPK10;MYO1D;MYO1E;MYO1B;MYO1C;ABI1;FAS;PTPN6;SEC24D;SEC24C;MYO1G
Chagas disease	62/102	3.1409367399939e-06	1.49514181831395e-05	0	0	2.51724251615456	31.8959534350016	CXCL8;SERPINE1;PPP2R2A;FASLG;PIK3CB;IKBKB;CASP8;PPP2R1B;PPP2R1A;AKT2;AKT3;BDKRB2;AKT1;IL12A;IL10;MAP2K4;CHUK;IFNGR1;IFNGR2;FOS;IRAK4;TGFBR1;TGFBR2;PLCB4;PIK3CA;PLCB1;GNAI3;PIK3R3;PIK3R2;PIK3R1;ADCY1;GNAI1;GNAI2;PPP2CA;MAPK9;PPP2CB;MAPK8;IRAK1;CCL2;MAPK1;FADD;MAPK3;SMAD2;JUN;TGFB2;NOS2;CFLAR;MAPK14;NFKB1;MAPK13;GNAO1;MAPK10;IL6;GNAL;PPP2R2C;PPP2R2B;GNAQ;PPP2R2D;GNAS;FAS;CALR;MYD88
Progesterone-mediated oocyte maturation	61/100	3.18713616443099e-06	1.49514181831395e-05	0	0	2.54001676944715	32.1474372487831	HSP90AB1;PDE3B;PIK3CB;IGF1R;RPS6KA3;RPS6KA6;CDC23;AKT2;RPS6KA2;AKT3;CDC27;AKT1;PRKACA;PRKACB;MAP2K1;HSP90AA1;CDC25A;CDC25B;CCNA2;ADCY9;PIK3CA;PGR;RAF1;ANAPC1;ANAPC13;GNAI3;PIK3R3;ADCY3;PIK3R2;ADCY2;PIK3R1;ADCY1;PKMYT1;ADCY7;ANAPC10;ADCY6;GNAI1;ANAPC11;AURKA;GNAI2;MAPK9;CCNB1;MAPK8;MAPK1;BUB1;MAPK3;PLK1;BRAF;IGF1;SPDYE5;MAPK14;MAPK13;MAD2L2;MAPK10;CPEB1;CDK2;CDK1;KRAS;CPEB3;CPEB2;CPEB4
Shigellosis	129/246	3.68486860259415e-06	1.7035841800399e-05	0	0	1.79526070877854	22.4610016635419	UBE2D2;UBE2D3;ARPC5L;UBE2D1;FNBP1L;ACTB;CRKL;ACTG1;RPS6KA5;TBK1;CAPNS1;AKT2;AKT3;CAPN2;AKT1;BTRC;MAP3K7;SKP1;CAST;GABARAPL1;IL1R1;FBXW11;PRKCE;PRKCD;ACTN4;ATG14;RRAGA;RRAGD;ELMO1;UBE2V2;ELMO2;PRKCQ;TLN2;UBE2V1;TLN1;TP53;SQSTM1;VCL;PFN2;PXN;CUL1;ITPR1;PIK3R3;ITPR2;PIK3R2;ITPR3;BCL10;PIK3R1;FOXO3;MYL12A;FOXO1;UBB;UBC;NLRP3;PLCG1;ATG5;JUN;CBX3;ARPC5;PTK2;NFKB1;DIAPH1;ARPC2;ATG16L1;BCL2;MDM2;UBE2N;CYCS;TAB3;TAB2;MYD88;BCL2L1;GSK3B;ARF1;CXCL8;CALCOCO2;ARPC1B;ARPC1A;ILK;WASL;PIK3CB;HK2;SEPTIN11;HK1;IKBKB;RAC1;ACTR3;ACTR2;CHUK;RIPK2;WIPI2;RHOA;PLCB4;CTTN;IRF3;PIK3CA;TRAF5;PIK3C3;ITGA5;PLCB1;CRK;DOCK1;CD44;ARF6;BECN1;ROCK1;ROCK2;EGFR;MALT1;CDC42;CYTH3;CYTH2;MAPK9;MAPK8;MAPK1;WASF1;WASF2;CYTH1;MAPK3;SEPTIN2;SEPTIN9;MAPK14;MTOR;SEPTIN8;MAPK13;MAPK10;RPS6KB1;RPS6KB2;PLCD3
Growth hormone synthesis, secretion and action	70/119	4.02188746229381e-06	1.83283157210246e-05	0	0	2.32079207920792	28.8329620556744	ATF2;GSK3B;IRS1;IRS4;IRS2;PIK3CB;CRKL;GHR;AKT2;AKT3;CREB3L2;AKT1;EP300;PRKACA;PRKACB;MAP2K3;MAP2K4;MAP2K1;PRKCB;IGFBP3;FOS;ADCY9;CREB1;PLCB4;PIK3CA;RAF1;PLCB1;SOS1;CRK;SOS2;CREB5;SHC4;SHC1;ITPR1;GNAI3;ITPR2;PIK3R3;ADCY3;ITPR3;PIK3R2;ADCY2;CACNA1C;PIK3R1;ADCY1;ADCY7;ADCY6;GNAI1;GNAI2;SOCS3;MAPK9;MAPK8;NRAS;MAPK1;PLCG1;MAPK3;STAT5B;CREBBP;MAP3K1;STAT1;STAT3;IGF1;MAPK14;PTK2;MTOR;MAPK13;MAPK10;GNAQ;GNAS;GRB2;KRAS
Acute myeloid leukemia	44/67	4.7981639058717e-06	2.1258531749626e-05	0	0	3.10375637072925	38.0125647355138	LEF1;PIK3R3;PIK3R2;PIK3CB;PIK3R1;IKBKB;NRAS;CCND1;AKT2;MYC;AKT3;PIM1;EIF4EBP1;AKT1;MAPK1;PIM2;MAPK3;RUNX1T1;STAT5B;TCF7L2;MAP2K1;TCF7L1;CHUK;JUP;ZBTB16;STAT3;BRAF;DUSP6;MTOR;NFKB1;PML;RUNX1;CCNA2;PER2;PIK3CA;RPS6KB1;KIT;RPS6KB2;GRB2;KRAS;RAF1;SOS1;SOS2;PPARD
Long-term potentiation	44/67	4.7981639058717e-06	2.1258531749626e-05	0	0	3.10375637072925	38.0125647355138	GRIA1;GRIA2;CAMK2D;CAMK2A;ITPR1;ITPR2;ITPR3;ADCY1;CACNA1C;GRM1;PPP1CB;RAP1B;PPP1CC;PPP3CA;RPS6KA3;GRM5;PPP3CB;RPS6KA6;GRIN2A;NRAS;PPP3R1;PPP3CC;RAP1A;RPS6KA2;EP300;MAPK1;PRKACA;PRKACB;CAMK2G;MAPK3;MAP2K1;CREBBP;PRKCB;BRAF;GRIN2B;PLCB4;GNAQ;CALM3;KRAS;PLCB1;RAF1;CALM1;CALM2;RAPGEF3
Phosphatidylinositol signaling system	59/97	5.23510111814485e-06	2.28766747491535e-05	0	0	2.52092844158908	30.6548034482837	PI4K2B;DGKE;DGKA;MTMR14;PTEN;PIK3CB;PIK3C2A;PIK3C2B;PIP4P2;PIP4P1;PPIP5K2;IMPA2;PIP4K2A;PIP4K2B;PIP4K2C;PRKCB;SACM1L;IPMK;ITPK1;OCRL;INPP4A;ITPKB;PLCB4;PIK3CA;PIK3C3;PLCB1;DGKI;DGKH;CDS1;IPPK;MTMR1;MTMR2;MTMR3;ITPR1;ITPR2;PIK3R3;ITPR3;PIK3R2;PIK3R1;MTMR4;MTMR6;INPP5B;INPP5A;INPP5F;INPP5E;PIP5K1C;PLCG1;IP6K1;CDIPT;SYNJ2;PIKFYVE;SYNJ1;PI4KA;CALM3;PI4KB;CALM1;PLCD3;CALM2;CDS2
Bladder cancer	30/41	5.80310038125564e-06	2.50160678597371e-05	0	0	4.42093953321793	53.3037906606435	RB1;CDKN1A;CXCL8;THBS1;EGFR;NRAS;RPS6KA5;CCND1;CDH1;MYC;E2F1;E2F2;MAPK1;E2F3;MAPK3;MAP2K1;CDKN2A;DAPK1;MMP1;MMP2;BRAF;MMP9;VEGFA;CDK4;MDM2;KRAS;RAF1;FGFR3;TP53;HBEGF
Oxytocin signaling pathway	86/154	6.48751655360199e-06	2.75935704079871e-05	0	0	2.05575356217365	24.5572729828829	RYR2;CDKN1A;GUCY1B1;PRKAG2;ACTB;MYLK3;RYR3;ACTG1;MYLK;MYLK4;PPP1CB;PPP1CC;PPP3CA;RGS2;PPP3CB;EEF2K;PPP3CC;CCND1;PRKACA;PRKACB;GUCY1A2;GUCY1A1;MAP2K1;MEF2C;PRKAB2;CAMK1D;PPP1R12A;PRKCB;CACNA2D1;PLA2G4A;FOS;PRKAB1;RHOA;CACNB2;MYL6;ADCY9;CACNB4;PLCB4;RAF1;PLCB1;PPP1R12B;PPP1R12C;CAMK2D;PRKAA1;PRKAA2;ROCK1;ROCK2;CAMK2A;ITPR1;GNAI3;ITPR2;ADCY3;ITPR3;ADCY2;CACNA1C;ADCY1;PTGS2;ADCY7;ADCY6;EGFR;GNAI1;CAMKK2;GNAI2;PPP3R1;NRAS;MAPK7;MAPK1;CAMK2G;CACNG4;KCNJ2;KCNJ3;MAPK3;JUN;KCNJ6;KCNJ12;NFATC3;NFATC2;NFATC1;EEF2;GNAO1;GNAQ;GNAS;CALM3;KRAS;CALM1;CALM2
Parathyroid hormone synthesis, secretion and action	63/106	7.51902895782907e-06	3.1560134704572e-05	0	0	2.37912313741849	28.0690697747312	ATF2;CDKN1A;ARRB1;AKAP13;MMP24;CREB3L2;PDE4B;PDE4A;PRKACA;PRKACB;MEF2A;ARHGEF11;CASR;MAP2K1;MEF2C;PRKCB;PDE4D;FOS;RUNX2;RHOA;MMP14;ADCY9;CREB1;PLCB4;MMP16;RAF1;PLCB1;CREB5;HBEGF;GCM1;PTH;ITPR1;GNAI3;ITPR2;ADCY3;ITPR3;ADCY2;GATA3;ADCY1;ADCY7;ADCY6;EGFR;GNAI1;PTHLH;GNAI2;LRP6;GNA13;RXRA;GNA12;MAPK1;MEF2D;MAPK3;EGR1;JUND;BRAF;NR4A2;MAFB;NACA;SP1;GNAQ;BCL2;GNAS;FGFR1
Central carbon metabolism in cancer	45/70	8.76215284832178e-06	3.61941928681073e-05	0	0	2.92026315789474	34.0066657506874	PTEN;SLC2A1;PIK3R3;PIK3R2;PIK3CB;PDHB;PIK3R1;SLC1A5;HIF1A;HK2;EGFR;GLS;HK1;LDHB;LDHA;NRAS;AKT2;MYC;AKT3;AKT1;MAPK1;SLC16A3;MAPK3;PDGFRA;G6PD;MAP2K1;PGAM1;IDH1;NTRK3;IDH2;MTOR;SLC7A5;PFKL;PKM;PIK3CA;KIT;KRAS;RAF1;MET;TP53;FGFR3;PFKM;FGFR2;PFKP;FGFR1
Melanoma	46/72	8.91344463637564e-06	3.61941928681073e-05	0	0	2.87048903195765	33.3779023299889	RB1;CDKN1A;PTEN;PDGFB;PDGFA;PIK3R3;PIK3R2;PIK3CB;PIK3R1;FGF2;EGFR;IGF1R;FGF5;FGF7;NRAS;CCND1;FGF9;CDH1;AKT2;PDGFD;AKT3;PDGFC;E2F1;AKT1;E2F2;MAPK1;E2F3;POLK;MAPK3;PDGFRA;MAP2K1;CDKN2A;HGF;MITF;BRAF;IGF1;CDK6;PIK3CA;CDK4;FGF18;MDM2;KRAS;RAF1;MET;TP53;FGFR1
Gap junction	54/88	8.96345215228991e-06	3.61941928681073e-05	0	0	2.57787472781235	29.9609755423509	GUCY1B1;HTR2C;HTR2A;GRM1;GJA1;GRM5;TUBA1A;PRKACA;PRKACB;PRKG1;GUCY1A2;PDGFRA;GUCY1A1;MAP2K1;PRKCB;TUBB;CSNK1D;ADCY9;PLCB4;PLCB1;RAF1;SOS1;SOS2;GNAI3;ITPR1;LPAR1;PDGFB;ADCY3;ITPR2;PDGFA;ADCY2;ADRB1;ITPR3;ADCY1;ADCY7;ADCY6;EGFR;GNAI1;GNAI2;NRAS;MAPK7;PDGFD;PDGFC;MAPK1;DRD1;MAPK3;MAP3K2;TUBB4B;TJP1;GNAQ;CDK1;GNAS;GRB2;KRAS
Glycosaminoglycan biosynthesis	36/53	1.11299320402554e-05	4.43806040105183e-05	0	0	3.43376651488562	39.1651030590644	B4GALT2;B4GALT3;B4GALT1;HS3ST3A1;CHPF;XYLT2;XYLT1;HS6ST2;HS2ST1;NDST2;NDST1;EXTL2;FUT8;CHST11;CHSY1;DSE;NDST3;CHSY3;EXTL3;ST3GAL1;ST3GAL3;CSGALNACT1;HS3ST3B1;CHPF2;GLCE;CSGALNACT2;B3GALT6;HS3ST5;HS3ST1;EXT1;EXT2;UST;B3GNT2;CHST1;CHST4;CHST3
Lipid and atherosclerosis	113/215	1.25207249085883e-05	4.93100153807367e-05	0	0	1.80223074359855	20.3438064422978	ICAM1;TBK1;AKT2;AKT3;TNFSF10;AKT1;IL12A;MAP3K7;MAP3K5;MAP2K3;MAP2K4;ERN1;ATF6;TP53;ITPR1;PIK3R3;PIK3R2;PIK3R1;HSP90B1;RAP1B;PPP3R1;RAP1A;IRAK1;NLRP3;PLCG1;MAP2K7;ABCA1;LYN;HSPA8;JUN;XBP1;POU2F1;HSPA5;HSPA4;NFATC3;NFATC2;TNFRSF10B;NFATC1;HSPA2;POU2F2;EIF2S1;POU2F3;PTK2;NFKB1;IL6;BCL2;CYCS;CALM3;TAB2;CALM1;CALM2;MYD88;BCL2L1;NFE2L2;GSK3B;CXCL8;HSP90AB1;CXCL1;FASLG;VLDLR;PIK3CB;CXCL2;IKBKB;PPP3CA;PPP3CB;PPP3CC;CASP8;CASP6;CASP3;OLR1;RAC1;VAV3;HSP90AA1;APAF1;CHUK;MMP1;PDPK1;FOS;IRAK4;MMP9;RHOA;VAV2;PLCB4;IRF3;PIK3CA;TRAF3;PPARG;PLCB1;CAMK2D;ROCK2;CAMK2A;HSPD1;CDC42;MAPK9;NRAS;MAPK8;RXRA;CCL2;MAPK1;BID;LDLR;CAMK2G;MAPK3;STAT3;MAPK14;SOD2;MIB1;MAPK13;MAPK10;FAS;KRAS;HSPA1B;HSPA1A
Tight junction	92/169	1.28466100678257e-05	4.99764464833709e-05	0	0	1.94225052056377	21.8744616750324	ARPC1B;ARPC1A;ARPC5L;PRKAG2;PPP2R2A;CLDN1;YBX3;ACTB;ACTG1;AMOT;EPB41L4B;STK11;TUBA1A;CCND1;PPP2R1B;PPP2R1A;RAC1;PRKACA;BVES;PRKACB;CGNL1;RAB8A;MAP3K5;RAB8B;MAGI1;ACTR3;ACTR2;PRKAB2;PRKCE;ARHGEF18;SCRIB;ACTN4;PRKAB1;RHOA;RUNX1;CLDN11;RAP2C;TIAM1;CLDN4;MYL6;CTTN;CLDN18;MYH9;RAPGEF2;EZR;RAPGEF6;LLGL2;PRKAA1;PCNA;PRKAA2;ROCK1;ROCK2;NEDD4L;GATA4;MYL12A;CDC42;PPP2CA;MAPK9;PPP2CB;MAPK8;PARD6B;RAP1A;MYH14;SYMPK;MYH11;MAP2K7;MPDZ;MYH10;JAM3;JUN;MAP3K1;HSPA4;RDX;MSN;ARPC5;CGN;MAPK10;TJP1;AFDN;DLG1;OCLN;DLG2;ARPC2;PPP2R2C;CDK4;PPP2R2B;NEDD4;PPP2R2D;AMOTL2;AMOTL1;NF2;PALS1
Fluid shear stress and atherosclerosis	78/139	1.3493209848582e-05	5.18594450806945e-05	0	0	2.07746751966585	23.2953163418819	BMPR2;HSP90AB1;KEAP1;PIK3CB;ACTB;ACTG1;ICAM1;TXN2;IKBKB;NPPC;SUMO1;AKT2;SUMO3;AKT3;KDR;AKT1;ITGAV;RAC1;MAP3K7;MAP3K5;ACVR1;MEF2A;PIAS4;MAP2K4;MEF2C;EDN1;HSP90AA1;CHUK;IL1R1;DUSP1;MMP2;FOS;MMP9;RHOA;PIK3CA;SQSTM1;TP53;PRKAA1;PRKAA2;SDC4;SDC2;GSTP1;MGST1;PDGFB;MGST2;PDGFA;PIK3R3;PIK3R2;PIK3R1;TXN;HSP90B1;MAPK9;MAPK8;MAPK7;CCL2;MAP2K7;JUN;CAV2;CAV1;MAPK14;ACVR2B;NFKB1;PTK2;ACVR2A;KLF2;MAPK13;VEGFA;BMP4;MAPK10;BCL2;SDC1;CTNNB1;CALM3;BMPR1B;CALM1;CALM2;BMPR1A;NFE2L2
Endometrial cancer	38/58	2.2916859639669e-05	8.70295026792193e-05	0	0	3.08091231760221	32.9153509543214	GSK3B;CDKN1A;LEF1;PTEN;ILK;PIK3R3;PIK3R2;PIK3CB;PIK3R1;FOXO3;EGFR;NRAS;CCND1;CDH1;AKT2;MYC;AKT3;CTNNA1;AKT1;MAPK1;CTNNA3;POLK;CTNNA2;MAPK3;TCF7L2;MAP2K1;TCF7L1;PDPK1;BRAF;AXIN2;PIK3CA;CTNNB1;GRB2;KRAS;RAF1;SOS1;SOS2;TP53
Long-term depression	39/60	2.3622337763787e-05	8.86532440782123e-05	0	0	3.01156981330529	32.0832102323192	GRIA1;GRIA2;GUCY1B1;GNAI3;ITPR1;ITPR2;ITPR3;GRM1;GNAI1;IGF1R;GNAI2;GNA13;PPP2CA;PPP2CB;NRAS;PPP2R1B;PPP2R1A;GNA12;MAPK1;NOS1;PRKG1;GRIA3;MAPK3;LYN;GUCY1A2;GRID2;GUCY1A1;MAP2K1;PRKCB;PLA2G4A;BRAF;IGF1;GNAO1;PLCB4;GNAQ;GNAS;KRAS;PLCB1;RAF1
Mitophagy	43/68	2.52249144874625e-05	9.35668339709363e-05	0	0	2.78973954222573	29.5368650418582	BECN1;USP15;CALCOCO2;CITED2;AMBRA1;FOXO3;HIF1A;BCL2L13;MAPK9;MAPK8;NRAS;TBK1;RHOT1;UBB;UBC;E2F1;MFN1;MFN2;TBC1D17;TBC1D15;ATG5;BNIP3L;USP8;GABARAPL1;JUN;CSNK2A1;ATG9A;TFEB;RRAS2;MITF;MAPK10;PINK1;MRAS;SP1;NBR1;TAX1BP1;PGAM5;ULK1;KRAS;SQSTM1;TP53;RAB7A;BCL2L1
cGMP-PKG signaling pathway	90/167	2.66662609333973e-05	9.77762900891233e-05	0	0	1.89952469767162	20.0060057743525	ATF2;GUCY1B1;IRS1;PDE3B;IRS4;ATP2A2;IRS2;MYLK3;SLC8A1;MYLK;MYLK4;SLC8A2;PPP1CB;NPPC;PPP1CC;PPP3CA;RGS2;PPP3CB;EDNRB;PPP3CC;AKT2;AKT3;CREB3L2;BDKRB2;AKT1;PRKG1;GTF2I;MEF2A;GUCY1A2;GUCY1A1;MAP2K1;MEF2C;PPP1R12A;PRKCE;IRAG1;ATP1B3;ATP1B2;ATP1B1;RHOA;ADCY9;CREB1;PLCB4;KCNMA1;PPIF;VDAC3;PDE5A;RAF1;PLCB1;CNGB1;CREB5;ROCK1;ROCK2;SRF;ITPR1;GNAI3;ITPR2;ADCY3;ADRB1;GATA4;ITPR3;ADCY2;ATP1A2;ADRB2;CACNA1C;ADCY1;ADCY7;ADCY6;GNAI1;GNAI2;GNA13;PPP3R1;GNA12;MAPK1;MEF2D;MAPK3;INSR;PDE2A;NFATC3;ATP2B4;NFATC2;ATP2B3;NFATC1;ATP2B2;ATP2B1;GNAQ;PDE3A;CALM3;GTF2IRD1;CALM1;CALM2
Estrogen signaling pathway	76/137	2.97386859762491e-05	0.000107802736663903	0	0	2.02366425605739	21.0927776066269	ATF2;HSP90AB1;PIK3CB;GRM1;AKT2;AKT3;CREB3L2;AKT1;PRKACA;PRKACB;CTSD;NCOA1;NCOA2;MAP2K1;HSP90AA1;MMP2;NCOA3;PRKCD;FOS;OPRM1;MMP9;ADCY9;CREB1;PLCB4;PIK3CA;PGR;RAF1;PLCB1;SOS1;SOS2;FKBP5;CREB5;HBEGF;SHC4;SHC1;ITPR1;GNAI3;ITPR2;PIK3R3;TGFA;ADCY3;ITPR3;PIK3R2;ADCY2;PIK3R1;ADCY1;ADCY7;ADCY6;EGFR;GNAI1;HSP90B1;GNAI2;NRAS;MAPK1;KCNJ3;MAPK3;HSPA8;GABBR2;JUN;GABBR1;KCNJ6;HSPA2;ESR1;GNAO1;KRT18;SP1;GNAQ;BCL2;GNAS;CALM3;GRB2;KRAS;CALM1;CALM2;HSPA1B;HSPA1A
GnRH signaling pathway	55/93	3.39838308137863e-05	0.000121807213815706	0	0	2.34877955758963	24.1680625246937	GNRHR;PRKACA;PRKACB;MAP3K4;MAP2K3;MAP2K4;MAP2K1;PRKCB;MMP2;PRKCD;PLA2G4A;MMP14;ADCY9;PLCB4;PLCB1;RAF1;SOS1;SOS2;HBEGF;CAMK2D;CAMK2A;ITPR1;ADCY3;ITPR2;ADCY2;ITPR3;ADCY1;CACNA1C;ADCY7;ADCY6;EGFR;CDC42;MAPK9;MAPK8;NRAS;MAPK7;MAPK1;MAP2K7;CAMK2G;MAPK3;MAP3K2;EGR1;MAP3K3;JUN;MAP3K1;MAPK14;MAPK13;MAPK10;GNAQ;GNAS;CALM3;GRB2;KRAS;CALM1;CALM2
